Transaction_ID,Date_Created,Subscription_Type,Negotiation_Success_Prob,User_Feedback, Monthly_Fee_USD 
TRX-60272,03/01/2026,netflix,0.9,It's too expensive!!!, $6.20 
TRX-59982,03/01/2026,internet provider,0.477686669,Spaces at the beginning, $58.34 
TRX-75466,03/01/2026,cloud storage,0.9,Spaces at the beginning, $119.19 
TRX-13478,10/01/2025,netflix,,Spaces at the beginning, $145.40 
TRX-44173,03/01/2026,netflix,0.0085,Negotiation needed ASAP, $10.47 
TRX-27418,03/01/2026,electricity bill,,Negotiation needed ASAP, $54.75 
TRX-54231,,electricity bill,,Spaces at the beginning, $146.83 
TRX-5964,,netflix,0.0085,Spaces at the beginning, $88.31 
TRX-2856,,cloud storage,0.583840076,, $43.01 
TRX-82980,,internet provider,0.0085,It's too expensive!!!, $19.52 
TRX-9237,,spotify,0.9,It's too expensive!!!, $27.20 
TRX-15834,03/01/2026,internet provider,,Negotiation needed ASAP, $6.88 
TRX-33260,,cloud storage,0.836073817,Stop charging me., $87.62 
TRX-47532,,netflix,0.0085,It's too expensive!!!, $44.83 
TRX-85673,,cloud storage,,Spaces at the beginning, $86.19 
TRX-74817,,electricity bill,,Stop charging me., $19.58 
TRX-8490,03/01/2026,internet provider,0.0085,, $11.88 
TRX-21106,,netflix,0.9,Spaces at the beginning, $141.10 
TRX-64997,,electricity bill,0.943219594,It's too expensive!!!, $7.38 
TRX-57399,03/01/2026,netflix,0.9,It's too expensive!!!, $149.23 
TRX-54427,,internet provider,,Spaces at the beginning, $46.38 
TRX-39130,,cloud storage,,Stop charging me., $41.21 
TRX-70734,,internet provider,0.9,Spaces at the beginning, $135.46 
TRX-41854,03/01/2026,spotify,0.0085,Spaces at the beginning, $45.64 
TRX-66615,,cloud storage,0.9,, $33.28 
TRX-8794,,netflix,0.0085,It's too expensive!!!, $47.22 
TRX-16974,,gym membership,0.526940477,, $8.56 
TRX-91972,,spotify,,Spaces at the beginning, $21.12 
TRX-88430,,gym membership,0.9,Negotiation needed ASAP, $82.67 
TRX-75531,,internet provider,0.0085,Stop charging me., $46.38 
TRX-85617,,electricity bill,0.9,Stop charging me., $30.99 
TRX-11847,,electricity bill,0.9,, $38.51 
TRX-42042,,gym membership,0.0085,It's too expensive!!!, $52.84 
TRX-9685,,cloud storage,0.9,It's too expensive!!!, $142.76 
TRX-92228,03/01/2026,cloud storage,0.9,Spaces at the beginning, $43.01 
TRX-99450,03/01/2026,electricity bill,0.479932797,It's too expensive!!!, $139.65 
TRX-54635,10/07/2025,internet provider,0.9,Stop charging me., $59.68 
TRX-23801,,electricity bill,,, $6.48 
TRX-82369,03/01/2026,internet provider,0.9,Stop charging me., $46.38 
TRX-17138,01/05/2026,gym membership,0.9,Spaces at the beginning, $3.57 
TRX-98346,,spotify,,Negotiation needed ASAP, $127.38 
TRX-76185,,internet provider,,Stop charging me., $29.73 
TRX-21038,01/08/2026,netflix,0.250627213,Negotiation needed ASAP, $44.83 
TRX-29968,,internet provider,,Spaces at the beginning, $43.94 
TRX-22011,07/04/2025,internet provider,,Stop charging me., $134.20 
TRX-24422,,gym membership,,Negotiation needed ASAP, $12.19 
TRX-35561,03/01/2026,netflix,0.570440818,Stop charging me., $44.83 
TRX-16276,,electricity bill,0.860206196,Negotiation needed ASAP, $103.33 
TRX-52065,03/01/2026,internet provider,0.298461651,Stop charging me., $12.34 
TRX-66264,,spotify,0.0085,It's too expensive!!!, $6.86 
TRX-89136,,cloud storage,0.9,Spaces at the beginning, $6.78 
TRX-93510,,electricity bill,0.0085,Spaces at the beginning, $146.97 
TRX-73989,,internet provider,0.575504481,Stop charging me., $12.23 
TRX-33486,,electricity bill,0.769538432,, $95.16 
TRX-28748,03/01/2026,internet provider,0.9,It's too expensive!!!, $46.38 
TRX-19119,,cloud storage,0.0085,Negotiation needed ASAP, $124.43 
TRX-61207,,cloud storage,0.9,Stop charging me., $43.01 
TRX-99523,03/01/2026,cloud storage,0.9,Negotiation needed ASAP, $11.39 
TRX-77477,03/01/2026,electricity bill,0.0085,It's too expensive!!!, $30.06 
TRX-60160,,gym membership,0.756459376,Negotiation needed ASAP, $7.77 
TRX-62461,03/01/2026,spotify,0.9,It's too expensive!!!, $36.69 
TRX-33367,03/01/2026,gym membership,0.9,It's too expensive!!!, $132.21 
TRX-28751,03/01/2026,cloud storage,0.9,Stop charging me., $13.39 
TRX-36524,07/08/2025,electricity bill,0.9,, $9.58 
TRX-44971,,gym membership,0.9,Spaces at the beginning, $140.19 
TRX-39048,10/06/2025,netflix,0.9,Stop charging me., $99.62 
TRX-37028,,spotify,0.081728412,It's too expensive!!!, $121.19 
TRX-96620,,electricity bill,,Spaces at the beginning, $90.37 
TRX-30396,,electricity bill,,Stop charging me., $35.43 
TRX-91750,,netflix,,Negotiation needed ASAP, $44.83 
TRX-90781,03/01/2026,spotify,0.952326228,Stop charging me., $45.16 
TRX-94186,,electricity bill,0.0085,, $38.51 
TRX-94962,03/01/2026,electricity bill,,Negotiation needed ASAP, $11.31 
TRX-45788,,electricity bill,0.0085,, $38.51 
TRX-69191,07/09/2025,spotify,0.9,It's too expensive!!!, $11.28 
TRX-58304,,cloud storage,0.994104213,It's too expensive!!!, $10.52 
TRX-37904,,electricity bill,0.0085,It's too expensive!!!, $107.16 
TRX-75626,03/01/2026,netflix,0.9,, $143.84 
TRX-83888,12/08/2025,electricity bill,,Negotiation needed ASAP, $5.26 
TRX-2070,03/01/2026,cloud storage,0.560197201,It's too expensive!!!, $43.01 
TRX-45299,,cloud storage,0.292679947,, $14.48 
TRX-4549,01/11/2026,electricity bill,0.9,It's too expensive!!!, $38.51 
TRX-35532,,electricity bill,,, $110.16 
TRX-15402,03/01/2026,electricity bill,0.0085,Negotiation needed ASAP, $6.90 
TRX-28340,03/01/2026,electricity bill,0.0085,It's too expensive!!!, $38.51 
TRX-45005,03/01/2026,netflix,,Spaces at the beginning, $44.83 
TRX-5896,,spotify,0.9,, $12.94 
TRX-39257,,gym membership,0.9,, $46.46 
TRX-96950,,spotify,0.0085,It's too expensive!!!, $44.95 
TRX-82158,,internet provider,,, $119.63 
TRX-20460,,spotify,,Spaces at the beginning, $12.38 
TRX-13518,,cloud storage,0.9,Negotiation needed ASAP, $43.01 
TRX-94078,,internet provider,0.0085,It's too expensive!!!, $64.89 
TRX-4539,02/01/2026,spotify,0.0085,, $50.96 
TRX-83361,,internet provider,0.0085,It's too expensive!!!, $46.38 
TRX-30265,03/01/2026,cloud storage,0.0085,Stop charging me., $99.29 
TRX-37822,,spotify,,Stop charging me., $94.00 
TRX-31712,03/01/2026,spotify,,Stop charging me., $5.93 
TRX-27881,03/01/2026,cloud storage,0.359539801,It's too expensive!!!, $43.01 
TRX-29587,,electricity bill,,Negotiation needed ASAP, $53.88 
TRX-35820,,internet provider,0.0085,Stop charging me., $52.90 
TRX-74815,,electricity bill,0.67010574,It's too expensive!!!, $38.51 
TRX-10366,,electricity bill,0.0085,Spaces at the beginning, $93.60 
TRX-18750,,cloud storage,0.120894833,Stop charging me., $53.90 
TRX-36945,,spotify,,Spaces at the beginning, $45.16 
TRX-46688,,electricity bill,,Stop charging me., $110.58 
TRX-79804,,netflix,0.9,Negotiation needed ASAP, $28.70 
TRX-27068,,internet provider,0.243211855,, $11.38 
TRX-88774,09/02/2025,gym membership,0.087183904,Negotiation needed ASAP, $33.85 
TRX-73959,,netflix,0.687316636,It's too expensive!!!, $35.40 
TRX-34567,,gym membership,0.0085,It's too expensive!!!, $46.46 
TRX-40156,01/03/2026,spotify,0.9,, $59.69 
TRX-45555,,gym membership,0.697339509,Spaces at the beginning, $46.41 
TRX-59694,10/03/2025,electricity bill,0.9,Stop charging me., $9.37 
TRX-54291,03/01/2026,electricity bill,0.380897128,Spaces at the beginning, $64.63 
TRX-62701,,gym membership,0.251808579,Negotiation needed ASAP, $133.92 
TRX-6937,,gym membership,0.0085,, $109.85 
TRX-78814,,cloud storage,0.535127652,Negotiation needed ASAP, $4.33 
TRX-81398,,netflix,0.9,Stop charging me., $46.79 
TRX-41269,,gym membership,0.0085,, $46.46 
TRX-81034,,internet provider,0.0085,, $45.00 
TRX-51208,03/01/2026,cloud storage,0.9,Stop charging me., $39.55 
TRX-79494,,netflix,0.319766914,Spaces at the beginning, $9.07 
TRX-4460,03/01/2026,spotify,0.32480688,It's too expensive!!!, $5.09 
TRX-44769,03/01/2026,spotify,0.9,Negotiation needed ASAP, $45.16 
TRX-59450,,internet provider,0.0085,Spaces at the beginning, $46.38 
TRX-33186,,internet provider,0.0085,Stop charging me., $8.84 
TRX-33877,01/08/2026,spotify,0.0085,Spaces at the beginning, $3.89 
TRX-69052,,netflix,0.018477623,, $44.83 
TRX-39073,11/05/2025,spotify,0.0085,It's too expensive!!!, $5.90 
TRX-7210,03/01/2026,internet provider,0.0085,Negotiation needed ASAP, $5.80 
TRX-8970,,netflix,,Stop charging me., $143.96 
TRX-60565,,gym membership,,Negotiation needed ASAP, $14.25 
TRX-96579,03/01/2026,cloud storage,0.0085,Stop charging me., $43.01 
TRX-41134,,spotify,,It's too expensive!!!, $45.16 
TRX-40154,,cloud storage,,Stop charging me., $8.23 
TRX-8195,03/01/2026,gym membership,,Spaces at the beginning, $58.21 
TRX-42428,,spotify,0.0085,It's too expensive!!!, $42.78 
TRX-49043,,netflix,0.323176746,Negotiation needed ASAP, $44.83 
TRX-69814,05/02/2025,spotify,0.0085,Negotiation needed ASAP, $45.16 
TRX-96159,03/01/2026,electricity bill,,Stop charging me., $114.10 
TRX-60853,,electricity bill,0.9,Stop charging me., $46.19 
TRX-92191,03/01/2026,spotify,0.9,Stop charging me., $15.18 
TRX-31216,03/01/2026,cloud storage,0.521884733,Negotiation needed ASAP, $43.01 
TRX-9992,,netflix,,Negotiation needed ASAP, $4.32 
TRX-28047,03/01/2026,internet provider,,Stop charging me., $3.78 
TRX-23150,07/04/2025,netflix,0.0085,It's too expensive!!!, $111.08 
TRX-19333,,spotify,,Spaces at the beginning, $11.82 
TRX-22283,03/01/2026,spotify,0.0085,, $45.16 
TRX-72660,06/12/2025,internet provider,0.0085,It's too expensive!!!, $21.66 
TRX-48995,,spotify,0.9,, $7.10 
TRX-7434,,netflix,0.0085,Spaces at the beginning, $44.83 
TRX-60371,,internet provider,,Spaces at the beginning, $46.38 
TRX-77852,03/01/2026,internet provider,,Stop charging me., $46.38 
TRX-45153,,netflix,0.739299269,, $80.45 
TRX-53601,,cloud storage,0.0085,Spaces at the beginning, $11.26 
TRX-37535,03/01/2026,netflix,0.004470199,Stop charging me., $44.94 
TRX-41401,,spotify,0.0085,Stop charging me., $45.16 
TRX-1642,,gym membership,0.0085,Stop charging me., $90.28 
TRX-81441,,spotify,0.9,, $44.25 
TRX-26321,,netflix,,, $97.07 
TRX-58952,09/07/2025,gym membership,0.9,, $40.13 
TRX-84627,03/01/2026,cloud storage,0.256463425,Negotiation needed ASAP, $143.79 
TRX-78875,03/01/2026,internet provider,0.9,, $23.04 
TRX-84261,,gym membership,,Stop charging me., $8.10 
TRX-50283,,gym membership,0.434846008,Spaces at the beginning, $4.59 
TRX-77741,,electricity bill,0.0085,Negotiation needed ASAP, $38.51 
TRX-63977,03/01/2026,internet provider,,It's too expensive!!!, $101.57 
TRX-58286,,netflix,0.0085,Stop charging me., $9.96 
TRX-44525,,netflix,,Spaces at the beginning, $123.82 
TRX-88686,,internet provider,,, $46.38 
TRX-11461,,spotify,0.043971701,Negotiation needed ASAP, $13.46 
TRX-9971,,cloud storage,,Stop charging me., $92.42 
TRX-85201,,netflix,0.555488147,Stop charging me., $10.11 
TRX-87330,12/09/2025,netflix,0.96111474,Negotiation needed ASAP, $68.33 
TRX-30398,,netflix,0.197282322,It's too expensive!!!, $44.83 
TRX-77042,,spotify,0.9,Negotiation needed ASAP, $45.16 
TRX-60151,,electricity bill,0.555352561,Spaces at the beginning, $23.99 
TRX-84036,,electricity bill,0.9,It's too expensive!!!, $38.51 
TRX-99406,03/01/2026,cloud storage,0.9,, $111.39 
TRX-68132,,electricity bill,,Stop charging me., $21.77 
TRX-20913,,netflix,,It's too expensive!!!, $3.43 
TRX-85601,,gym membership,,Negotiation needed ASAP, $4.33 
TRX-79713,03/01/2026,cloud storage,0.0085,Spaces at the beginning, $12.24 
TRX-37572,,internet provider,0.0085,, $98.07 
TRX-27318,,cloud storage,0.0085,Stop charging me., $7.70 
TRX-50312,,cloud storage,,Negotiation needed ASAP, $12.55 
TRX-92921,,electricity bill,0.9,, $140.93 
TRX-65536,,gym membership,,Spaces at the beginning, $51.35 
TRX-79587,11/11/2025,electricity bill,0.0085,Spaces at the beginning, $54.59 
TRX-5756,,spotify,0.0085,Spaces at the beginning, $45.16 
TRX-26261,,cloud storage,0.9,Negotiation needed ASAP, $43.01 
TRX-81998,,gym membership,0.9,It's too expensive!!!, $3.69 
TRX-45690,,internet provider,0.0085,Stop charging me., $97.22 
TRX-36527,,cloud storage,,Spaces at the beginning, $22.54 
TRX-3891,03/01/2026,internet provider,,It's too expensive!!!, $18.65 
TRX-48505,,spotify,,, $85.20 
TRX-54457,,cloud storage,,Stop charging me., $43.01 
TRX-56720,,internet provider,0.0085,Stop charging me., $8.00 
TRX-93299,03/01/2026,internet provider,0.9,Stop charging me., $137.87 
TRX-82394,03/01/2026,gym membership,0.9,Spaces at the beginning, $135.00 
TRX-27577,,spotify,0.0085,Spaces at the beginning, $90.88 
TRX-78829,,spotify,0.0085,, $4.58 
TRX-70741,07/06/2025,internet provider,0.0085,Spaces at the beginning, $11.93 
TRX-10701,03/01/2026,gym membership,0.510321946,Stop charging me., $14.50 
TRX-80140,,netflix,0.9,Negotiation needed ASAP, $102.26 
TRX-87986,,spotify,0.0085,It's too expensive!!!, $81.50 
TRX-79643,03/01/2026,electricity bill,,, $131.46 
TRX-31837,03/01/2026,electricity bill,0.482214321,Negotiation needed ASAP, $109.27 
TRX-95555,03/01/2026,cloud storage,,Negotiation needed ASAP, $43.01 
TRX-57303,,internet provider,,Negotiation needed ASAP, $46.38 
TRX-74354,,spotify,0.0085,Spaces at the beginning, $148.23 
TRX-1173,03/01/2026,cloud storage,0.9,, $6.85 
TRX-56279,,electricity bill,0.9,Stop charging me., $38.51 
TRX-34470,03/01/2026,internet provider,0.9,, $90.52 
TRX-73122,,netflix,0.717613191,Negotiation needed ASAP, $81.04 
TRX-9809,,gym membership,0.915521791,It's too expensive!!!, $5.44 
TRX-85072,,electricity bill,,It's too expensive!!!, $31.38 
TRX-74812,03/01/2026,internet provider,0.090662329,It's too expensive!!!, $103.43 
TRX-71493,,spotify,0.86000507,Stop charging me., $97.00 
TRX-5794,03/01/2026,cloud storage,0.0085,Negotiation needed ASAP, $9.89 
TRX-1445,03/01/2026,gym membership,,Spaces at the beginning, $85.12 
TRX-37252,,netflix,0.9,Stop charging me., $6.80 
TRX-7229,,netflix,0.9,, $15.38 
TRX-94385,,electricity bill,0.0085,Spaces at the beginning, $99.86 
TRX-4001,,gym membership,0.9,, $4.38 
TRX-25395,03/01/2026,cloud storage,,Spaces at the beginning, $43.01 
TRX-6997,,electricity bill,0.9,It's too expensive!!!, $103.24 
TRX-49809,,gym membership,,Negotiation needed ASAP, $8.86 
TRX-65521,,gym membership,0.9,Stop charging me., $46.46 
TRX-64077,03/01/2026,gym membership,0.9,Negotiation needed ASAP, $104.68 
TRX-24402,03/01/2026,cloud storage,0.934740674,Spaces at the beginning, $49.27 
TRX-55644,,netflix,0.0085,Stop charging me., $44.83 
TRX-79026,,spotify,0.9,Spaces at the beginning, $108.09 
TRX-2482,03/01/2026,cloud storage,0.9,, $134.71 
TRX-79182,,spotify,0.0085,Negotiation needed ASAP, $45.16 
TRX-27325,,gym membership,0.0085,, $18.87 
TRX-32798,03/01/2026,electricity bill,,Spaces at the beginning, $16.78 
TRX-38396,03/01/2026,spotify,0.0085,Spaces at the beginning, $99.96 
TRX-18765,,spotify,0.692145076,Negotiation needed ASAP, $45.16 
TRX-8577,,electricity bill,0.0085,Negotiation needed ASAP, $6.73 
TRX-17549,,spotify,,Negotiation needed ASAP, $7.62 
TRX-13027,09/12/2025,cloud storage,0.0085,Spaces at the beginning, $12.87 
TRX-77532,03/01/2026,cloud storage,0.0085,Negotiation needed ASAP, $43.01 
TRX-67258,03/01/2026,spotify,0.9,Stop charging me., $43.47 
TRX-5018,,cloud storage,0.9,Stop charging me., $142.52 
TRX-17576,03/01/2026,electricity bill,,Stop charging me., $38.51 
TRX-96265,,netflix,0.0085,It's too expensive!!!, $129.75 
TRX-24156,,cloud storage,,, $4.60 
TRX-95818,07/07/2025,internet provider,0.9,Spaces at the beginning, $141.52 
TRX-83476,,cloud storage,,Spaces at the beginning, $43.01 
TRX-54325,,electricity bill,,, $126.69 
TRX-61336,10/10/2025,gym membership,0.881281783,It's too expensive!!!, $135.91 
TRX-80601,12/03/2025,electricity bill,0.0085,, $38.51 
TRX-3381,11/09/2025,gym membership,0.0085,, $48.78 
TRX-9028,,gym membership,,Stop charging me., $46.46 
TRX-58212,,cloud storage,0.0085,It's too expensive!!!, $12.69 
TRX-74669,,electricity bill,,, $38.51 
TRX-18955,,cloud storage,0.0085,Stop charging me., $10.24 
TRX-1871,,gym membership,0.3104711,Spaces at the beginning, $112.94 
TRX-50553,,electricity bill,0.9,Stop charging me., $10.49 
TRX-15069,,gym membership,0.0085,, $46.46 
TRX-51181,,spotify,,It's too expensive!!!, $6.25 
TRX-44969,,cloud storage,0.0085,It's too expensive!!!, $4.39 
TRX-28073,,spotify,,Stop charging me., $122.26 
TRX-43924,,cloud storage,,Negotiation needed ASAP, $3.96 
TRX-91307,,cloud storage,0.9,It's too expensive!!!, $4.81 
TRX-86375,,internet provider,0.825125204,, $106.63 
TRX-49378,,spotify,0.344920516,It's too expensive!!!, $45.16 
TRX-22739,,cloud storage,,Spaces at the beginning, $36.57 
TRX-2918,,internet provider,0.942540717,Spaces at the beginning, $12.02 
TRX-95731,,gym membership,0.818068217,Spaces at the beginning, $46.46 
TRX-88428,,gym membership,,It's too expensive!!!, $46.46 
TRX-75551,,internet provider,0.9,Stop charging me., $46.38 
TRX-85659,,netflix,0.0085,, $21.17 
TRX-24762,03/01/2026,electricity bill,,, $104.80 
TRX-72160,,gym membership,0.436491583,Stop charging me., $7.52 
TRX-99120,03/01/2026,spotify,0.0085,It's too expensive!!!, $45.16 
TRX-78366,,internet provider,0.0085,, $13.09 
TRX-15145,03/01/2026,netflix,0.0085,Spaces at the beginning, $44.83 
TRX-89834,03/01/2026,gym membership,,It's too expensive!!!, $9.50 
TRX-21110,03/01/2026,cloud storage,0.0085,It's too expensive!!!, $8.42 
TRX-90819,,netflix,0.0085,, $5.13 
TRX-99438,03/01/2026,spotify,0.481928475,Stop charging me., $38.08 
TRX-84221,03/01/2026,cloud storage,0.0085,Spaces at the beginning, $86.91 
TRX-41057,,internet provider,0.0085,Negotiation needed ASAP, $136.06 
TRX-81682,,gym membership,0.9,Stop charging me., $34.77 
TRX-29147,,internet provider,,Spaces at the beginning, $29.17 
TRX-67585,03/01/2026,netflix,0.0085,, $86.03 
TRX-12598,03/01/2026,internet provider,0.0085,, $89.67 
TRX-12538,03/01/2026,electricity bill,,Stop charging me., $38.51 
TRX-93768,,cloud storage,0.0085,Negotiation needed ASAP, $43.01 
TRX-21139,03/10/2026,internet provider,0.9,It's too expensive!!!, $4.18 
TRX-22588,,cloud storage,,Negotiation needed ASAP, $134.24 
TRX-5092,,internet provider,0.0085,, $46.38 
TRX-42981,03/01/2026,cloud storage,,Negotiation needed ASAP, $60.93 
TRX-49921,04/06/2026,netflix,,Negotiation needed ASAP, $12.91 
TRX-75953,,cloud storage,0.9,Stop charging me., $43.01 
TRX-84236,,spotify,0.041147683,Spaces at the beginning, $117.08 
TRX-38612,02/02/2026,internet provider,,It's too expensive!!!, $46.38 
TRX-91312,,netflix,,It's too expensive!!!, $30.14 
TRX-31794,,netflix,0.099027948,It's too expensive!!!, $44.83 
TRX-49779,03/01/2026,cloud storage,,, $4.98 
TRX-47984,,gym membership,0.465554823,It's too expensive!!!, $12.08 
TRX-69256,,electricity bill,,Stop charging me., $101.61 
TRX-27078,,electricity bill,,, $92.85 
TRX-63522,,internet provider,0.0085,Negotiation needed ASAP, $7.20 
TRX-84488,03/01/2026,internet provider,0.723641902,, $46.38 
TRX-93920,,spotify,,Stop charging me., $45.16 
TRX-55744,03/01/2026,internet provider,0.0085,It's too expensive!!!, $118.80 
TRX-20848,,cloud storage,0.9,Spaces at the beginning, $12.60 
TRX-19619,01/11/2026,spotify,,, $5.70 
TRX-4329,,netflix,0.9,, $4.05 
TRX-77636,,netflix,0.0085,Negotiation needed ASAP, $44.83 
